Threshold,FPR,TPR,Precision,Recall,F1,MCC
0.02045,0.0178578488512596,0.985766302511062,0.836012004362655,0.985766302511062,0.904734082391906,0.898826640847312
0.02055,0.0178262782618476,0.985739037186082,0.836250656715322,0.985739037186082,0.904862327109736,0.898955774840175
0.02065,0.0177956137530928,0.985709319122661,0.836482153908187,0.985709319122661,0.904985306528363,0.899079355581544
0.02085,0.0177348220624845,0.985653419502408,0.836941929824859,0.985653419502408,0.905230747309111,0.899326306551228
0.02095,0.0177042945194105,0.985626211217856,0.837173143513587,0.985626211217856,0.905354493826018,0.899450914237029
0.02105,0.0176741409980031,0.985597006518295,0.837401340517148,0.985597006518295,0.905475592789511,0.899572680144485
0.02115,0.0176443614982623,0.985570824961462,0.837627209602157,0.985570824961462,0.905596566393138,0.899694561058591
0.02135,0.0175836066830297,0.985511559955908,0.838087627471509,0.985511559955908,0.905840549637848,0.899939944319494
0.02145,0.0175538956661293,0.985486690328938,0.838313556502413,0.985486690328938,0.905961991935007,0.900062454200864
0.02155,0.0175250485865998,0.985460622852963,0.838532779531651,0.985460622852963,0.906078973881773,0.900180323572621
0.02165,0.0174962647219998,0.985430847749113,0.838751131337712,0.985430847749113,0.906193842369177,0.900295769373964
0.02185,0.0174386232420488,0.98538030992917,0.839190020922524,0.98538030992917,0.906428553532495,0.900532471698581
0.02195,0.0174104767946554,0.985352873482903,0.839404137466699,0.985352873482903,0.906541828751021,0.900646505944989
0.02205,0.0173817772166282,0.985325608157922,0.839622683695511,0.985325608157922,0.906657722992525,0.900763252064273
0.02225,0.0173258846830621,0.985274385852833,0.840048920806769,0.985274385852833,0.906884475220888,0.900991873169114
0.02235,0.0172977645752227,0.985246664204422,0.840263279716261,0.985246664204422,0.906997626773687,0.901105821528381
0.02245,0.0172695180375241,0.985221110092306,0.84047903664802,0.985221110092306,0.907112475150007,0.901221683522004
0.02265,0.0172143156002725,0.98516726392749,0.840900514164288,0.98516726392749,0.907335060301156,0.901445961964287
0.02275,0.0171876178283486,0.98513948523865,0.841104287606654,0.98513948523865,0.907441883986678,0.901553478551731
0.02285,0.0171601614772697,0.985114672652109,0.841314474950328,0.985114672652109,0.9075536652228,0.901666309443671
0.02305,0.0171063708401119,0.985061910255441,0.841726033818989,0.985061910255441,0.907770666513318,0.901885057231103
0.02315,0.0170794202084697,0.985035500536893,0.841932407980445,0.985035500536893,0.907879451025813,0.90199474172311
0.02325,0.0170538076261701,0.985011087233354,0.842128732599927,0.985011087233354,0.907983209040225,0.902099427603861
0.02345,0.0170015973622517,0.984956442502535,0.842528589423832,0.984956442502535,0.908192349209909,0.902310085662242
0.02355,0.016975673973215,0.98493083134999,0.842727488223478,0.98493083134999,0.908297001346672,0.902415642568033
0.02375,0.0169243592541323,0.984880578732191,0.843121570800495,0.984880578732191,0.908504468448097,0.902624980156319
0.02385,0.0168988625658703,0.98485673583294,0.843317681318917,0.98485673583294,0.908608162439856,0.90272971988316
0.02395,0.0168738031142045,0.984828786022813,0.843509921693647,0.984828786022813,0.908707832606452,0.902830047452253
0.02415,0.0168234102795114,0.984777335556009,0.843897438444228,0.984777335556009,0.908910739874996,0.903034721410134
0.02425,0.0167992200331273,0.984753093373756,0.844083661266555,0.984753093373756,0.909008411373454,0.903133298870444
0.02445,0.0167497490828238,0.984702270351668,0.844464619965499,0.984702270351668,0.909207610211554,0.903334283766975
0.02455,0.0167255114252425,0.984674206460684,0.844650984096956,0.984674206460684,0.909303651198696,0.903430951213837
0.02465,0.0167014001975203,0.984647568580421,0.844836638643256,0.984647568580421,0.90939986123207,0.903527905510549
0.02485,0.0166533937264187,0.984594292819893,0.84520652603477,0.984594292819893,0.909591375425067,0.903720919214432
0.02495,0.0166293773210909,0.984568681667349,0.845391846053774,0.984568681667349,0.909687747634671,0.903818148427463
0.02515,0.0165824823791676,0.984514949583391,0.845753474692175,0.984514949583391,0.909874123874607,0.90400592031923
0.02525,0.0165591824097083,0.984490308118136,0.845933553445575,0.984490308118136,0.909967797259418,0.904100478423861
0.02545,0.0165132356917287,0.984439542136478,0.846288626388887,0.984439542136478,0.910151492942456,0.90428577043105
0.02555,0.016489998937199,0.984413816903076,0.846468319072808,0.984413816903076,0.910244403495528,0.904379501678939
0.02575,0.0164439732005574,0.984361967153269,0.846824376935958,0.984361967153269,0.910428053599993,0.904564737333043
0.02585,0.0164203255489854,0.984336413041153,0.847007590655225,0.984336413041153,0.910522995047763,0.904660602840534
